Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[5]     16.9    0.00   40.14     145         Accel(double, Matrix&) [5]
                0.25   28.49     144/145         JPL_Eph_DE430(double) [9]
                0.10    4.60     144/586         AccelHarmonic(Matrix&, Matrix&, int, int) [10]
                0.00    1.80     144/208         NutMatrix(double) [18]
                0.01    1.29     144/208         PrecMatrix(double, double) [20]
                0.00    0.94     144/208         GHAMatrix(double) [23]
                0.21    0.69     144/209         IERS(double, std::string) [24]
                0.00    0.86     144/208         PoleMatrix(double, double) [25]
                0.20    0.54    1440/56637       Matrix::operator=(Matrix&) [8]
                0.00    0.06    1440/1441        AccelPointMass(Matrix&, Matrix&, double) [51]
                0.02    0.01    1440/6827        transpose(Matrix&) [40]
                0.01    0.01     144/208         timediff(double, double) [62]
                0.00    0.01     432/2894        Matrix::operator*(Matrix&) [45]
                0.00    0.01    1440/1772        Matrix::operator+(Matrix&) [81]
                0.01    0.00     144/144         Mjday_TDB(double) [86]
                0.00    0.00     288/19141       extract_vector(Matrix&, int, int) [32]
                0.00    0.00     144/7921        union_vector(Matrix&, Matrix&) [36]
                0.00    0.00     144/207         std::tuple_element<0ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<0ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [111]
                0.00    0.00     144/207         std::tuple_element<1ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<1ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [113]
                0.00    0.00     144/207         std::tuple_element<2ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<2ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [115]
                0.00    0.00     144/207         std::tuple_element<3ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<3ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [117]
                0.00    0.00     144/207         std::tuple_element<4ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<4ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [119]
                0.00    0.00     144/207         std::tuple_element<5ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<5ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [120]
                0.00    0.00     144/207         std::tuple_element<6ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<6ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [121]
                0.00    0.00     144/207         std::tuple_element<7ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<7ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [122]
                0.00    0.00     144/207         std::tuple_element<8ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<8ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [123]
                0.00    0.00     144/207         std::tuple_element<0ul, std::tuple<double, double, double, double, double> >::type&& std::get<0ul, double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [110]
                0.00    0.00     144/207         std::tuple_element<1ul, std::tuple<double, double, double, double, double> >::type&& std::get<1ul, double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [112]
                0.00    0.00     144/207         std::tuple_element<2ul, std::tuple<double, double, double, double, double> >::type&& std::get<2ul, double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [114]
                0.00    0.00     144/207         std::tuple_element<3ul, std::tuple<double, double, double, double, double> >::type&& std::get<3ul, double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [116]
                0.00    0.00     144/207         std::tuple_element<4ul, std::tuple<double, double, double, double, double> >::type&& std::get<4ul, double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [118]
                0.00    0.00     144/208         std::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [311]
                0.00    0.00     144/144         std::tuple_element<0ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<0ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [424]
                0.00    0.00     144/144         std::tuple_element<1ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<1ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [426]
                0.00    0.00     144/144         std::tuple_element<2ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<2ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [427]
                0.00    0.00     144/144         std::tuple_element<3ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<3ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [428]
                0.00    0.00     144/144         std::tuple_element<4ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<4ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [429]
                0.00    0.00     144/144         std::tuple_element<5ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<5ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [430]
                0.00    0.00     144/144         std::tuple_element<6ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<6ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [431]
                0.00    0.00     144/144         std::tuple_element<7ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<7ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [432]
                0.00    0.00     144/144         std::tuple_element<8ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<8ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [433]
                0.00    0.00     144/144         std::tuple_element<9ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<9ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [434]
                0.00    0.00     144/144         std::tuple_element<10ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<10ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [425]
-----------------------------------------------
                0.00    0.00      12/153340513     main [3]
                0.00    0.00      18/153340513     LTC(double, double) [98]
                0.00    0.00     184/153340513     GEOS3(int) [102]
                0.00    0.00     603/153340513     assign_column(Matrix&, Matrix&, int) [64]
                0.00    0.00    3402/153340513     Matrix::operator/(double) [103]
                0.00    0.00    3735/153340513     R_y(double) [26]
                0.00    0.00    5589/153340513     R_x(double) [21]
                0.00    0.00    6068/153340513     extract_column(Matrix&, int) [95]
                0.00    0.00    7470/153340513     R_z(double) [19]
                0.00    0.00   12474/153340513     VarEqn(double, Matrix&) [11]
                0.00    0.00   15252/153340513     Matrix::operator*(double) [50]
                0.01    0.00   21888/153340513     Matrix::operator+(double) [61]
                0.01    0.00   21987/153340513     Matrix::operator+(Matrix&) [81]
                0.01    0.00   29331/153340513     Matrix::operator-(Matrix&) [65]
                0.01    0.00   37068/153340513     zeros(int) [41]
                0.02    0.00   66090/153340513     transpose(Matrix&) [40]
                0.03    0.00  102989/153340513     DEInteg(Matrix& (*)(double, Matrix&), double, double, double, double, int, Matrix&) [2]
                0.04    0.00  146880/153340513     extract_row(Matrix&, int) [44]
                0.04    0.00  148608/153340513     JPL_Eph_DE430(double) [9]
                0.06    0.00  228750/153340513     Matrix::operator*(Matrix&) [45]
                0.07    0.00  278369/153340513     eop19620101(int) [48]
                0.20    0.00  789912/153340513     NutAngles(double) [22]
                0.23    0.00  894465/153340513     Legendre(int, int, double) [17]
                0.33    0.00 1289925/153340513     AccelHarmonic(Matrix&, Matrix&, int, int) [10]
                0.60    0.00 2330700/153340513     DE430Coeff(int, int) [29]
                0.65    0.00 2513056/153340513     IERS(double, std::string) [24]
                4.97    0.00 19304012/153340513     GGM03S(int) [15]
               10.80    0.00 41943746/153340513     zeros(int, int) [13]
               21.40    0.00 83137930/153340513     Matrix::operator=(Matrix&) [8]
[6]     16.6   39.47    0.00 153340513         Matrix::operator()(int, int) [6]
-----------------------------------------------
                                                 <spontaneous>
[7]     13.7   32.47    0.00                 __fentry__ [7]
-----------------------------------------------
                0.00    0.00       1/56637       eop19620101(int) [48]
                0.00    0.00       1/56637       DE430Coeff(int, int) [29]
                0.00    0.00       1/56637       GEOS3(int) [102]
                0.00    0.00       8/56637       main [3]
                0.05    0.13     356/56637       DEInteg(Matrix& (*)(double, Matrix&), double, double, double, double, int, Matrix&) [2]
                0.05    0.14     378/56637       G_AccelHarmonic(Matrix&, Matrix&, int, int) [16]
                0.16    0.44    1172/56637       GGM03S(int) [15]
                0.20    0.54    1440/56637       Accel(double, Matrix&) [5]
                2.85    7.94   21024/56637       JPL_Eph_DE430(double) [9]
                4.37   12.19   32256/56637       Cheb3D(double, int, double, double, Matrix&, Matrix&, Matrix&) [12]
[8]     12.3    7.68   21.40   56637         Matrix::operator=(Matrix&) [8]
               21.40    0.00 83137930/153340513     Matrix::operator()(int, int) [6]
-----------------------------------------------
                0.00    0.20       1/145         _GLOBAL__sub_I__Z13JPL_Eph_DE430d [38]
                0.25   28.49     144/145         Accel(double, Matrix&) [5]
[9]     12.2    0.25   28.69     145         JPL_Eph_DE430(double) [9]
                0.02   16.66    1872/1873        Cheb3D(double, int, double, double, Matrix&, Matrix&, Matrix&) [12]
                2.85    7.94   21024/56637       Matrix::operator=(Matrix&) [8]
                0.12    0.31     144/5071        zeros(int, int) [13]
                0.04    0.23   18720/19141       extract_vector(Matrix&, int, int) [32]
                0.02    0.18    7776/7921        union_vector(Matrix&, Matrix&) [36]
                0.04    0.06     144/144         extract_row(Matrix&, int) [44]
                0.05    0.01    1728/1871        Matrix::operator*(double) [50]
                0.04    0.00  148608/153340513     Matrix::operator()(int, int) [6]
                0.02    0.01    1872/6827        transpose(Matrix&) [40]
                0.02    0.02    2736/2736        Matrix::operator+(double) [61]
                0.00    0.02    1872/11710       zeros(int) [41]
                0.00    0.01    1440/3259        Matrix::operator-(Matrix&) [65]
                0.01    0.00   34128/1537222     Matrix::operator()(int) [35]
                0.00    0.00     144/144         std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> std::tie<Matrix, Matrix, Matrix, Matrix, Matrix, Matrix, Matrix, Matrix, Matrix, Matrix, Matrix>(Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&) [435]
-----------------------------------------------
                0.00    0.03       1/586         _GLOBAL__sub_I__Z13AccelHarmonicR6MatrixS0_ii [63]
                0.04    2.01      63/586         VarEqn(double, Matrix&) [11]
                0.10    4.60     144/586         Accel(double, Matrix&) [5]
                0.25   12.08     378/586         G_AccelHarmonic(Matrix&, Matrix&, int, int) [16]
[10]     8.1    0.39   18.72     586         AccelHarmonic(Matrix&, Matrix&, int, int) [10]
                4.95    9.05     585/586         GGM03S(int) [15]
                0.51    3.75     585/586         Legendre(int, int, double) [17]
                0.33    0.00 1289925/153340513     Matrix::operator()(int, int) [6]
                0.04    0.02    2925/6827        transpose(Matrix&) [40]
                0.01    0.03    1170/2894        Matrix::operator*(Matrix&) [45]
                0.02    0.00     585/585         std::tuple_element<0ul, std::tuple<Matrix&, Matrix&> >::type&& std::get<0ul, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&>&&) [69]
                0.01    0.00     585/3465        norm(Matrix&) [54]
                0.00    0.01     585/11710       zeros(int) [41]
                0.00    0.00    9945/1537222     Matrix::operator()(int) [35]
                0.00    0.00   24570/27450       __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<double, std::__is_integer<double>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<double, std::__is_integer<double>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0)))>::__value>::__type std::pow<double, int>(double, int) [217]
                0.00    0.00     585/585         std::tuple_element<1ul, std::tuple<Matrix&, Matrix&> >::type&& std::get<1ul, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&>&&) [235]
-----------------------------------------------
                0.00    0.28       1/64          _GLOBAL__sub_I__Z6VarEqndR6Matrix [33]
                0.01   17.46      63/64          DEInteg(Matrix& (*)(double, Matrix&), double, double, double, double, int, Matrix&) [2]
[11]     7.5    0.01   17.74      64         VarEqn(double, Matrix&) [11]
                0.00   12.55      63/64          G_AccelHarmonic(Matrix&, Matrix&, int, int) [16]
                0.04    2.01      63/586         AccelHarmonic(Matrix&, Matrix&, int, int) [10]
                0.00    0.79      63/208         NutMatrix(double) [18]
                0.01    0.56      63/208         PrecMatrix(double, double) [20]
                0.16    0.40     189/5071        zeros(int, int) [13]
                0.00    0.41      63/208         GHAMatrix(double) [23]
                0.09    0.30      63/209         IERS(double, std::string) [24]
                0.00    0.38      63/208         PoleMatrix(double, double) [25]
                0.01    0.00      63/208         timediff(double, double) [62]
                0.00    0.01     252/2894        Matrix::operator*(Matrix&) [45]
                0.00    0.00   12474/153340513     Matrix::operator()(int, int) [6]
                0.00    0.00     126/6827        transpose(Matrix&) [40]
                0.00    0.00     126/19141       extract_vector(Matrix&, int, int) [32]
                0.00    0.00      63/207         std::tuple_element<0ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<0ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [111]
                0.00    0.00      63/207         std::tuple_element<1ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<1ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [113]
                0.00    0.00      63/207         std::tuple_element<2ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<2ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [115]
                0.00    0.00      63/207         std::tuple_element<3ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<3ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [117]
                0.00    0.00      63/207         std::tuple_element<4ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<4ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [119]
                0.00    0.00      63/207         std::tuple_element<5ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<5ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [120]
                0.00    0.00      63/207         std::tuple_element<6ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<6ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [121]
                0.00    0.00      63/207         std::tuple_element<7ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<7ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [122]
                0.00    0.00      63/207         std::tuple_element<8ul, std::tuple<double, double, double, double, double, double, double, double, double> >::type&& std::get<8ul, double, double, double, double, double, double, double, double, double>(std::tuple<double, double, double, double, double, double, double, double, double>&&) [123]
                0.00    0.00      63/207         std::tuple_element<0ul, std::tuple<double, double, double, double, double> >::type&& std::get<0ul, double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [110]
                0.00    0.00      63/207         std::tuple_element<1ul, std::tuple<double, double, double, double, double> >::type&& std::get<1ul, double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [112]
                0.00    0.00      63/207         std::tuple_element<2ul, std::tuple<double, double, double, double, double> >::type&& std::get<2ul, double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [114]
                0.00    0.00      63/207         std::tuple_element<3ul, std::tuple<double, double, double, double, double> >::type&& std::get<3ul, double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [116]
                0.00    0.00      63/207         std::tuple_element<4ul, std::tuple<double, double, double, double, double> >::type&& std::get<4ul, double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [118]
                0.00    0.00     189/1537222     Matrix::operator()(int) [35]
                0.00    0.00      63/208         std::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [311]
-----------------------------------------------
                0.00    0.01       1/1873        _GLOBAL__sub_I__Z6Cheb3DdiddR6MatrixS0_S0_ [93]
                0.02   16.66    1872/1873        JPL_Eph_DE430(double) [9]
[12]     7.0    0.02   16.67    1873         Cheb3D(double, int, double, double, Matrix&, Matrix&, Matrix&) [12]
                4.37   12.19   32256/56637       Matrix::operator=(Matrix&) [8]
                0.00    0.07    7488/11710       zeros(int) [41]
                0.04    0.00  216000/1537222     Matrix::operator()(int) [35]
-----------------------------------------------
                0.00    0.00       1/5071        eop19620101(int) [48]
                0.00    0.00       1/5071        DE430Coeff(int, int) [29]
                0.00    0.00       1/5071        GEOS3(int) [102]
                0.00    0.01       5/5071        main [3]
                0.04    0.10      45/5071        DEInteg(Matrix& (*)(double, Matrix&), double, double, double, double, int, Matrix&) [2]
                0.05    0.13      63/5071        G_AccelHarmonic(Matrix&, Matrix&, int, int) [16]
                0.12    0.31     144/5071        JPL_Eph_DE430(double) [9]
                0.16    0.40     189/5071        VarEqn(double, Matrix&) [11]
                0.35    0.88     414/5071        NutAngles(double) [22]
                0.35    0.89     415/5071        R_y(double) [26]
                0.53    1.32     621/5071        R_x(double) [21]
                0.70    1.77     830/5071        R_z(double) [19]
                0.99    2.50    1170/5071        Legendre(int, int, double) [17]
                0.99    2.50    1172/5071        GGM03S(int) [15]
[13]     6.4    4.29   10.82    5071         zeros(int, int) [13]
               10.80    0.00 41943746/153340513     Matrix::operator()(int, int) [6]
                0.02    0.00    5071/24997       Matrix::Matrix(int, int) [46]
-----------------------------------------------
                                                 <spontaneous>
[14]     6.1    0.00   14.42                 _GLOBAL__sub_I__Z7DEIntegPFR6MatrixdS0_EddddiS0_ [14]
                0.00   14.42       1/4           DEInteg(Matrix& (*)(double, Matrix&), double, double, double, double, int, Matrix&) [2]
-----------------------------------------------
                0.01    0.02       1/586         main [3]
                4.95    9.05     585/586         AccelHarmonic(Matrix&, Matrix&, int, int) [10]
[15]     5.9    4.96    9.06     586         GGM03S(int) [15]
                4.97    0.00 19304012/153340513     Matrix::operator()(int, int) [6]
                0.99    2.50    1172/5071        zeros(int, int) [13]
                0.16    0.44    1172/56637       Matrix::operator=(Matrix&) [8]
-----------------------------------------------
                0.00    0.20       1/64          _GLOBAL__sub_I__Z15G_AccelHarmonicR6MatrixS0_ii [39]
                0.00   12.55      63/64          VarEqn(double, Matrix&) [11]
[16]     5.4    0.00   12.75      64         G_AccelHarmonic(Matrix&, Matrix&, int, int) [16]
                0.25   12.08     378/586         AccelHarmonic(Matrix&, Matrix&, int, int) [10]
                0.05    0.14     378/56637       Matrix::operator=(Matrix&) [8]
                0.05    0.13      63/5071        zeros(int, int) [13]
                0.03    0.00     189/195         assign_column(Matrix&, Matrix&, int) [64]
                0.00    0.00     567/567         Matrix::operator/(double) [103]
                0.00    0.00     315/11710       zeros(int) [41]
                0.00    0.00     378/3259        Matrix::operator-(Matrix&) [65]
                0.00    0.00     189/1772        Matrix::operator+(Matrix&) [81]
                0.00    0.00     189/1537222     Matrix::operator()(int) [35]
-----------------------------------------------
                0.00    0.01       1/586         _GLOBAL__sub_I__Z8Legendreiid [94]
                0.51    3.75     585/586         AccelHarmonic(Matrix&, Matrix&, int, int) [10]
[17]     1.8    0.51    3.76     586         Legendre(int, int, double) [17]
                0.99    2.50    1170/5071        zeros(int, int) [13]
                0.23    0.00  894465/153340513     Matrix::operator()(int, int) [6]
                0.02    0.02     585/585         std::tuple<Matrix&, Matrix&> std::tie<Matrix, Matrix>(Matrix&, Matrix&) [56]
-----------------------------------------------
                0.00    0.01       1/208         _GLOBAL__sub_I__Z9NutMatrixd [82]
                0.00    0.79      63/208         VarEqn(double, Matrix&) [11]
                0.00    1.80     144/208         Accel(double, Matrix&) [5]
[18]     1.1    0.00    2.61     208         NutMatrix(double) [18]
                0.00    1.23     414/622         R_x(double) [21]
                0.02    0.72     207/415         NutAngles(double) [22]
                0.00    0.62     207/831         R_z(double) [19]
                0.00    0.01     414/2894        Matrix::operator*(Matrix&) [45]
                0.00    0.00     207/414         std::tuple_element<0ul, std::tuple<double, double> >::type&& std::get<0ul, double, double>(std::tuple<double, double>&&) [108]
                0.00    0.00     207/414         std::tuple_element<1ul, std::tuple<double, double> >::type&& std::get<1ul, double, double>(std::tuple<double, double>&&) [109]
                0.00    0.00     207/414         MeanObliquity(double) [248]
-----------------------------------------------
                0.00    0.00       1/831         main [3]
                0.00    0.00       1/831         LTC(double, double) [98]
                0.00    0.00       1/831         _GLOBAL__sub_I__Z3R_zd [105]
                0.00    0.62     207/831         GHAMatrix(double) [23]
                0.00    0.62     207/831         NutMatrix(double) [18]
                0.00    1.23     414/831         PrecMatrix(double, double) [20]
[19]     1.0    0.00    2.47     831         R_z(double) [19]
                0.70    1.77     830/5071        zeros(int, int) [13]
                0.00    0.00    7470/153340513     Matrix::operator()(int, int) [6]
-----------------------------------------------
                0.00    0.01       1/208         _GLOBAL__sub_I__Z10PrecMatrixdd [92]
                0.01    0.56      63/208         VarEqn(double, Matrix&) [11]
                0.01    1.29     144/208         Accel(double, Matrix&) [5]
[20]     0.8    0.02    1.86     208         PrecMatrix(double, double) [20]
                0.00    1.23     414/831         R_z(double) [19]
                0.00    0.62     207/416         R_y(double) [26]
                0.00    0.01     414/2894        Matrix::operator*(Matrix&) [45]
-----------------------------------------------
                0.00    0.00       1/622         _GLOBAL__sub_I__Z3R_xd [106]
                0.00    0.62     207/622         PoleMatrix(double, double) [25]
                0.00    1.23     414/622         NutMatrix(double) [18]
[21]     0.8    0.00    1.85     622         R_x(double) [21]
                0.53    1.32     621/5071        zeros(int, int) [13]
                0.00    0.00    5589/153340513     Matrix::operator()(int, int) [6]
-----------------------------------------------
                0.00    0.00       1/415         _GLOBAL__sub_I__Z9NutAnglesd [100]
                0.02    0.72     207/415         EqnEquinox(double) [27]
                0.02    0.72     207/415         NutMatrix(double) [18]
[22]     0.6    0.04    1.45     415         NutAngles(double) [22]
                0.35    0.88     414/5071        zeros(int, int) [13]
                0.20    0.00  789912/153340513     Matrix::operator()(int, int) [6]
                0.00    0.01     414/414         std::tuple<double, double>::tuple<double&, double&, true>(std::tuple<double&, double&>&&) [89]
                0.00    0.00     414/414         std::tuple<double&, double&> std::tie<double, double>(double&, double&) [260]
-----------------------------------------------
                0.00    0.01       1/208         _GLOBAL__sub_I__Z9GHAMatrixd [96]
                0.00    0.41      63/208         VarEqn(double, Matrix&) [11]
                0.00    0.94     144/208         Accel(double, Matrix&) [5]
[23]     0.6    0.00    1.36     208         GHAMatrix(double) [23]
                0.00    0.74     207/207         gast(double) [28]
                0.00    0.62     207/831         R_z(double) [19]
-----------------------------------------------
                0.00    0.00       1/209         main [3]
                0.00    0.00       1/209         _GLOBAL__sub_I__Z4IERSdSs [97]
                0.09    0.30      63/209         VarEqn(double, Matrix&) [11]
                0.21    0.69     144/209         Accel(double, Matrix&) [5]
[24]     0.5    0.30    1.00     209         IERS(double, std::string) [24]
                0.65    0.00 2513056/153340513     Matrix::operator()(int, int) [6]
                0.20    0.00 2513056/2513167     std::abs(double) [37]
                0.00    0.10     208/208         std::tuple<double, double, double, double, double, double, double, double, double>::tuple<double&, double&, double&, double&, double&, double&, double&, double&, double&, true, true>(std::tuple<double&, double&, double&, double&, double&, double&, double&, double&, double&>&&) [43]
                0.00    0.04     208/209         std::tuple<double&, double&, double&, double&, double&, double&, double&, double&, double&> std::tie<double, double, double, double, double, double, double, double, double>(double&, double&, double&, double&, double&, double&, double&, double&, double&) [60]
                0.00    0.01     416/454         extract_column(Matrix&, int) [95]
                0.00    0.00    5200/1537222     Matrix::operator()(int) [35]
